Date,Price,High,Low,Open,Vol.,Change %
2015-12-07,23.929418563842773,24.8547877253682,22.700415964181275,24.493316129190458,9279223,-0.008685327319976843
2015-12-14,23.676393508911133,25.25241015241917,22.779943965950725,23.980028376727052,11360511,-0.0105738070591469
2015-12-21,24.753578186035156,24.753578186035156,23.37998490277292,23.640244914996053,3842887,0.04549614689917192
2015-12-28,25.266868591308594,25.37530843035553,24.500547709451816,24.934315339068966,2220781,0.02073600840314116
2016-01-04,23.792064666748047,25.903060605489134,23.3582997757597,24.970463056273278,11978854,-0.05836908199490365
2016-01-11,21.832887649536133,24.14630670154568,21.4786442282188,23.31492082482342,10701970,-0.08234581759312687
2016-01-18,22.967910766601562,22.967910766601562,20.726786085703797,21.543711471818472,12052636,0.051986852828858066
2016-01-25,25.33916473388672,26.329596385125413,22.13652674196617,23.098041375244968,13183977,0.10324204022654415
2016-02-01,25.440372467041016,26.95132399909514,24.464400163776688,25.447603444054355,15917494,0.003994122703616654
2016-02-08,22.324487686157227,25.69340461034553,22.049769848856823,25.353620389191903,11272367,-0.12247795447651322
2016-02-15,24.645137786865234,26.307906864404796,22.83054989572496,23.134186144021438,14941739,0.10395087821643378
2016-02-22,24.413795471191406,25.375308622162525,23.59686877337578,24.25474706334859,10443819,-0.009386935373399408
2016-02-29,25.057214736938477,25.4620639788689,24.204141419956045,24.384877245455545,5922893,0.026354741379983837
2016-03-07,23.611328125,25.360852349307777,23.31492148159292,25.245178773529563,9563590,-0.05770340507187344
2016-03-14,23.35106658935547,24.052322429337217,22.88115374929754,23.531802403139658,8451928,-0.011022740197700442
2016-03-21,23.21371078491211,24.08124333312296,23.21371078491211,23.351069024903264,3180336,-0.005882206875551188
2016-03-28,23.257083892822266,23.849899917032037,22.447388194926322,23.213709061208927,5539433,0.0018684263068509122
2016-04-04,22.1871280670166,23.473967510051303,21.55093725379987,23.235394920916445,6138338,-0.046005588264480535
2016-04-11,22.967910766601562,23.96557337074358,21.702759892745327,22.201589815911312,10646279,0.03519079608801068
2016-04-18,22.59197998046875,23.481199981562792,22.244967498905957,22.541374165937302,9579292,-0.01636765267651019
2016-04-25,24.645137786865234,25.447605309985562,22.049771168520433,22.62812527055899,20731154,0.09087994094238239
2016-05-02,24.00894546508789,25.245177801620823,23.878815455157085,24.796953743975674,9067561,-0.025814110973094495
2016-05-09,24.001718521118164,25.375309159870696,23.792064298666347,24.211372743569985,14757001,-0.0003010104704613825
2016-05-16,24.87647819519043,25.303014841400717,23.857128279034963,24.00171748683349,9122346,0.03644571005624453
2016-05-23,26.025957107543945,26.242839531878218,24.515005598488038,24.98491981605366,11834618,0.04620746165652001
2016-05-30,26.098251342773438,26.640458803560776,25.989811505301823,26.098251342773438,10304985,0.0027777743170311897
2016-06-06,25.064443588256836,26.727215431009313,24.99215035935886,26.08379631726366,8521808,-0.03961214645910982
2016-06-13,23.654705047607422,24.83310061055183,22.736566749381513,24.760807385542766,9453593,-0.056244557581557664
2016-06-20,22.97513771057129,25.20180293608312,22.056999422995034,24.167993835148184,12858868,-0.028728632873182613
2016-06-27,22.541370391845703,23.134183626653943,21.485872546849123,22.772712007487474,12152169,-0.018879857182575344
2016-07-04,21.326826095581055,22.66427139769507,20.531588236575033,22.628123407478306,12724281,-0.053880676957600016
2016-07-11,23.792064666748047,24.312584742181997,21.326828043855457,21.54371048934963,16627612,0.11559331707955334
2016-07-18,23.28600311279297,24.037864809304214,22.707649022326567,23.85712898367035,9967032,-0.021270182350435207
2016-07-25,23.112497329711914,23.77760523597941,22.98959691076341,23.42336455530454,7647294,-0.0074510761782786705
2016-08-01,23.032970428466797,23.524572017305854,22.367862639844198,23.408901217450158,6163316,-0.0034408614573588903
2016-08-08,24.00894546508789,24.64513631832631,23.061890162342934,23.061890162342934,8824883,0.04237295574412192
2016-08-15,22.967910766601562,24.167996628061363,22.801634125546236,24.00894820713451,6332789,-0.04336028419074578
2016-08-22,23.9005069732666,24.11738941608262,22.84500901692979,22.866696433868427,6731379,0.04060431164776035
2016-08-29,25.81630516052246,25.8886011468309,23.676393606370663,23.857129435426927,14074453,0.0801572196522331
2016-09-05,26.568166732788086,26.792280152461256,25.715093403464248,26.018731028757248,9358384,0.029123515839724057
2016-09-12,25.6789493560791,26.250075291879835,25.476526090857636,26.040421048437516,7778459,-0.03346927869176575
2016-09-19,28.296003341674805,28.462279987489573,25.751242323055067,25.816307337313898,15187509,0.10191437154636374
2016-09-26,28.55626106262207,28.592407676962143,27.52968287475251,28.223707798197555,10405293,0.009197684839256315
2016-10-03,29.893701553344727,30.139502362646212,28.404440259761834,28.55625767667492,10594185,0.046835280283708425
2016-10-10,30.291324615478516,30.580500273559768,29.575609552943625,29.951540390478037,7678049,0.013301232081421421
2016-10-17,31.31067657470703,31.585393054129366,29.778034731461652,30.00214815628403,7995082,0.03365161385869664
2016-10-24,31.223918914794922,32.315564799536176,30.65279582603457,31.664914751822202,15827784,-0.0027708650659498124
2016-10-31,29.56114959716797,31.10101952029206,29.12015376527438,30.985348708468305,10755945,-0.05325306288952336
2016-11-07,32.474613189697266,33.1397224900178,28.310460805683753,30.07444154512525,14328784,0.09855718171421901
2016-11-14,33.291542053222656,33.67470391942466,32.72041612190675,32.82163051153284,10580762,0.025155922835889744
2016-11-21,32.82884979248047,33.79759376691402,32.25049579829837,33.5807113638219,6718908,-0.013898192519964603
2016-11-28,32.61197280883789,33.16863948256033,31.643228673418683,32.828855247971475,9350234,-0.006606292484004572
2016-12-05,33.68192672729492,33.83374415062271,32.46015360586085,32.61197102918864,10251528,0.03280862291676723
2016-12-12,34.01448440551758,34.419333678370954,31.52032927155547,33.71807773937084,11621459,0.00987347549667228
2016-12-19,33.39274978637695,34.028940657842455,33.18309832686827,34.02171243833242,7153289,-0.018278525457812722
2016-12-26,33.19755935668945,34.07232296010191,33.03851368518644,33.392754404171065,4294949,-0.005845293692079534
2017-01-02,35.185646057128906,35.474824455349335,33.01681634390449,33.21924232578262,9027982,0.059886531991058645
2017-01-09,34.83141326904297,35.67002750360738,33.609639914577215,35.28686838370603,15036694,-0.010067536844734604
2017-01-16,34.46270751953125,34.77357337478182,33.72530774333824,34.108466829098724,9533120,-0.010585437537770304
2017-01-23,36.32789993286133,36.870107394545826,34.137382670155084,34.332577687298674,12829757,0.05412205098142708
2017-01-30,37.4846076965332,37.55690367870151,35.951968726091714,36.54478199082313,9790230,0.03184075506180162
2017-02-06,39.25581741333008,40.48482147392177,36.617076239804874,37.593048511498786,16087567,0.04725165409589405
2017-02-13,39.32811737060547,40.44867895534122,35.80738144706627,39.29196799867054,8724398,0.0018417641521544237
2017-02-20,39.508846282958984,40.99087926513292,39.183521297162414,39.47269691735205,6825272,0.004595412250488096
2017-02-27,41.822265625,42.25603322673632,39.79802509032603,39.97876090159709,11087687,0.05855446462477043
2017-03-06,42.87053298950195,43.05126879701065,41.53308911706139,41.82226475438957,7754431,0.02506481532830529
2017-03-13,42.68980026245117,43.59347936520336,40.21372007247214,42.87053608300161,8157237,-0.00421577980136234
2017-03-20,41.496944427490234,43.665774217962344,40.593265348126856,42.68979915756408,9446318,-0.027942408435444044
2017-03-27,41.280059814453125,42.18373890634404,39.87032263735108,40.95473754762018,9635369,-0.005226520073449814
2017-04-03,40.30409240722656,42.256040035013,40.05106333380298,41.56924328996462,6951761,-0.02364258704113731
2017-04-10,41.44203567504883,41.924784542300046,41.36776792614849,41.40490180059866,2248859,0.028233938537175263
2017-04-17,41.0335578918457,41.442036182060995,39.845256896104296,41.442036182060995,6576771,-0.00985660517272946
2017-04-24,42.03618621826172,43.11308557746247,41.367767977923094,41.96191846926843,9344620,0.02443435027151919
2017-05-01,42.92741012573242,43.55869727697033,41.81337697627674,42.036183039541314,5375240,0.021201350256734974
2017-05-08,43.001686096191406,43.78150883200148,42.741743295499276,43.11308772523104,4854969,0.0017302690807909915
2017-05-15,42.18472671508789,43.335893882381285,40.8478873326461,43.113087790829844,5201499,-0.018998310421504017
2017-05-22,41.21923065185547,42.44466837205576,40.9964245663099,42.258996161912265,3967017,-0.022887337157670884
2017-05-29,41.33063507080078,42.258996120610924,40.699347857050036,41.14496286083875,5132220,0.002702729216036426
2017-06-05,40.03093338012695,41.330638972557914,39.362512227909114,41.330638972557914,5345192,-0.031446448583415054
2017-06-12,40.365135192871094,41.59057284752455,39.43677419181028,40.0680613724114,8469441,0.0083485890666255
2017-06-19,40.179466247558594,41.29349953907833,39.69672018777994,40.550810678065176,6459641,-0.004599735500087965
2017-06-26,42.778873443603516,43.07595009475152,39.919522717118866,40.29086711448741,10967312,0.06469491605560762
2017-07-03,44.709869384765625,45.00694322520561,42.92741500959321,43.07595334637977,7227129,0.04513900871437837
2017-07-10,47.7177619934082,48.16337420172756,45.006946365587716,45.006946365587716,8650949,0.06727580845198089
