Date,Price,High,Low,Open,Vol.,Change %
2023-11-13,17.11787223815918,17.52205856144056,16.702614920954993,17.52205856144056,5434088,-0.021108134524273514
2023-11-20,17.394710540771484,17.673395064552384,17.117870595769265,17.243372356489722,1853571,0.016172471599313454
2023-11-27,17.671550750732422,18.08496349669029,17.256293425784495,17.439007071184253,2849770,0.0159151949848233
2023-12-04,19.249530792236328,19.83550663601805,17.533129163524325,17.717689121914898,2536910,0.08929493872734984
2023-12-11,19.38333511352539,19.38333511352539,18.179087444953993,19.378721906560525,1612783,0.006951043260910339
2023-12-18,21.78260612487793,22.19325019460997,19.66017535004288,19.83089217182147,3972357,0.12378009239897869
2023-12-25,22.5162296295166,22.977627784875935,21.233543320847826,21.78260649209149,946738,0.03367932654306216
2024-01-01,21.648799896240234,23.134502471113507,20.776757692760437,22.516228892758875,1240451,-0.038524644114450224
2024-01-08,22.147111892700195,22.147111892700195,20.39841242708311,21.777993713174055,1927447,0.023017996325352952
2024-01-15,22.147111892700195,22.539299628429035,21.23354373833763,21.49192734405309,1957808,0.0
2024-01-22,23.162187576293945,23.42979758913416,22.147111290143513,22.350125843335892,1212221,0.04583332077390745
2024-01-29,23.9742488861084,24.084985223175927,22.853051173712505,23.162188867959184,1770705,0.03505978470900484
2024-02-05,25.469179153442383,25.686035094923696,23.85428557001879,23.946565555376147,2874448,0.062355666466789916
2024-02-12,24.91550064086914,25.833683753742662,24.412576576047822,25.469178784907314,2166045,-0.021739158110967494
2024-02-19,26.853374481201172,27.222492673913322,24.9155017693444,24.9155017693444,3417063,0.07777784072110183
2024-02-26,25.612211227416992,26.834917062150538,24.532539456700686,26.834917062150538,4337493,-0.04622001062298753
2024-03-04,25.007781982421875,26.11052336310683,24.758626540065315,25.83829836351601,857883,-0.023599260510084208
2024-03-11,24.703256607055664,25.561457421046857,24.366436179216127,24.897042979198602,1209183,-0.012177224496769168
2024-03-18,23.90042495727539,24.915501287681273,23.715866744534356,24.915501287681273,1032335,-0.0324990207789434
2024-03-25,24.998552322387695,25.007780496752048,23.808144230800526,23.900424214349762,561041,0.04594593473025377
2024-04-01,25.238479614257812,25.607597788926178,24.730940584006305,25.007780535078297,480278,0.009597647446778268
2024-04-08,24.269542694091797,25.284619005728242,24.269542694091797,25.100060796399816,470506,-0.03839125553421374
2024-04-15,24.407962799072266,24.592521002713514,23.300606536847738,24.03884287160125,734956,0.005703449246044823
2024-04-22,24.869361877441406,24.91550099005192,23.992704657087035,24.17726462771774,573245,0.018903629203608885
2024-04-29,26.207416534423828,26.530395615677033,25.007781958448362,25.007781958448362,627164,0.05380333695639172
2024-05-06,26.207416534423828,27.22249289260774,25.284620165182886,26.484256501252744,1955279,0.0
2024-05-13,27.268630981445312,27.591610050551118,25.561459170632666,25.838297366955167,4301322,0.04049290572489528
2024-05-20,29.56447982788086,30.095001783560292,28.503437756318757,28.503437756318757,3135282,0.08419377005019935
2024-05-27,31.25250244140625,31.25250244140625,28.648126624690143,29.41979257937808,3752315,0.05709630689776235
2024-06-03,31.34895896911621,31.783022213838052,29.612709669822316,31.156041562618338,1699960,0.0030863617366578833
2024-06-10,30.963123321533203,31.831249787577207,30.86666646068093,31.25250126327679,1720443,-0.012307765880299804
2024-06-17,32.69937515258789,33.1816667997966,30.96312227896193,30.96312227896193,4590652,0.0560748285315007
2024-06-24,32.98875045776367,32.98875045776367,30.914894836746008,32.6993761961223,1970319,0.008849566813599496
2024-07-01,32.07239532470703,33.76041613127056,31.348957836179807,32.98875021276019,1347988,-0.027777806686854478
2024-07-08,32.168853759765625,32.26531430404828,31.011356665121895,32.07239689507649,773689,0.0030075220164265115
2024-07-15,32.5546875,33.326353430747986,31.638332597414653,31.638332597414653,649839,0.01199401579912518
2024-07-22,31.831249237060547,33.03697837482799,30.914894356438623,32.7958325472745,746731,-0.02222224565784736
2024-07-29,30.239688873291016,32.16885376429691,30.046771464292043,31.831251058243854,540517,-0.04999993408730263
2024-08-05,30.384374618530273,31.300729509610967,28.06937501555397,28.9374996366955,766021,0.004784630749526286
2024-08-12,31.15604019165039,31.300729160055376,29.853854194378794,30.095000021991556,465483,0.025396789725252722
2024-08-19,33.18166732788086,33.90510481020739,30.529061386220256,30.577291655586684,1652113,0.06501555151971217
2024-08-26,34.098018646240234,34.098018646240234,32.65114367659055,32.94052161419515,1368867,0.027616192679667195
2024-09-02,33.32635498046875,34.339166791647195,32.41000003527165,33.95333564812823,452747,-0.02263074795569009
2024-09-09,33.1334342956543,33.712186473148066,31.83124833558143,31.83124833558143,531118,-0.005788832439896807
2024-09-16,32.89229202270508,33.76041854278558,32.31354346238048,33.18166998246098,983351,-0.007277913626383303
